Content,Paper Name,Label,Document Type,Affiliations
"Introduction: Early onset Parkinson's disease (EOPD) has been defined as PD with onset of motor symptoms after age 21 but before age 50. While diagnostic criteria are clear, data suggest that clinicians are still uncomfortable making the diagnosis, resulting in multiple investigations and delays in diagnosis and initiation of treatment. Methods: Following the Delphi process, the 15 members of the steering committee of the EOPD study group of the International Parkinson Disease and Movement Disorder Society (MDS) designed and completed a 10 binary or multiple-choice questions survey then met to establish recommendations regarding which investigations are needed for the diagnosis",Diagnostic work up when suspecting early onset Parkinson disease (EOPD). Recommendations from the MDS EOPD study group,Parkinson's Disease,Article,"University of Texas Health Science Center at Houston, Houston, TX, United States; Toronto Western Hospital, Toronto, ON, Canada; Rush Medical College, Chicago, IL, United States; Radboud University Medical Center, Nijmegen, Gelderland, Netherlands; Molecular Medicine Laboratory and Neurology Department, The University of Sydney, Sydney, NSW, Australia; School of Clinical Medicine, UNSW Medicine, Kensington, NSW, Australia; Translational Neurogenomics Group, Garvan Institute of Medical Research, Sydney, NSW, Australia; Centre for Cancer Prevention, Barts and The London School of Medicine and Dentistry, London, United Kingdom; The Royal London Hospital, London, United Kingdom; Neurological Institute, Tel Aviv Sourasky Medical Center, Tel Aviv-Yafo, Tel Aviv District, Israel; Columbia University Irving Medical Center, New York, NY, United States; UCL Queen Square Institute of Neurology, London, United Kingdom; Department of Neurology, Juntendo University School of Medicine, Tokyo, Japan; SBUMS School of Medicine, Tehran, Tehran, Iran; Department of Neurology, 5th Regional Hospital, Sosnowiec, Poland; Department of Neurology, Chang Gung Memorial Hospital, Taipei, Taiwan; Chang Gung University College of Medicine, Taoyuan, Taiwan; Department of Neurology, The Second Affiliated Hospital, Hangzhou, Zhejiang, China; Zhejiang University School of Medicine, Hangzhou, Zhejiang, China; Neurology, National Neuroscience Institute of Singapore, Singapore City, Singapore; Mayo Clinic, Rochester, MN, United States"
"INTRODUCTION: This study aimed to determine the associations between parkinsonism and Parkinson's disease (PD) with cognitive impairment and dementia in a multi-country cohort in Latin America, using data from the 10/66 Dementia Research Group. METHODS: This population-based prospective cohort study was conducted in six Latin American countries, including 11,321 participants 65 years of age or older living in urban and rural areas. RESULTS: At baseline, the prevalence of cognitive impairment in people with parkinsonism and PD was 33% and 26%, respectively. Parkinsonism (odds ratio [OR] 2.2 [95% confidence interval [CI] 1.9–2.6] and PD (OR 1.9 [95% CI 1.4–2.4]) were individually",Cognitive impairment and dementia in Latin American individuals with parkinsonism and Parkinson's disease: A 10/66 Dementia Research Group study,Parkinson's Disease,Article,"Population Health Sciences Institute, University of Newcastle upon Tyne, Faculty of Medical Sciences, Newcastle, Tyne and Wear, United Kingdom; Department of Cognitive Neurology, Fundacion Para La Lucha Contra Las Enfermedades Neurologicas de La Infancia, Buenos Aires, Argentina; and Neuroscience, King's College London, London, United Kingdom; Institute of Public Health, Università della Svizzera italiana, Lugano, TI, Switzerland; Dementia Research Unit, Universidad de La Habana, Havana, Ciudad de la Habana, Cuba; Global Brain Health Institute, University of San Francisco, San Francisco, CA, United States; Laboratory of Dementias, Instituto Nacional de Neurología y Neurocirugía, Tlalpan, DF, Mexico; Universidad Nacional Autónoma de México, Mexico, Mexico; Department of Internal Medicine, Universidad Nacional Pedro Henríquez Ureña, Santo Domingo, Dominican Republic; Department of Internal Medicine, University of Puerto Rico School of Medicine, San Juan, Puerto Rico; Instituto de la Memoria Depresion y Enfermedades de Riesgo IMEDER, Lima, Lima, Peru; Department of Medicine, Hospital Universitario de Caracas, Caracas, Venezuela; Memory Clinic, Salvadoran Social Security Institute, San Salvador, San Salvador, El Salvador; Department of Neurology, Hospital Félix María Goico, Santo Domingo, Santo Domingo, Dominican Republic; Department of Medicine, Antonio Luaces Iraola Hospital, Ciego de Avila, Cuba; Faculty of Medicine and Health, UNSW Sydney, Sydney, NSW, Australia; Instituto de Investigaciones One Health, Universidad Tecnológica Centroamericana, Tegucigalpa, Francisco Morazán, Honduras; UCSF School of Medicine, San Francisco, CA, United States; Washington University School of Medicine in St. Louis, St. Louis, MO, United States"
"Parkinson’s disease at the end of life can present unique challenges both for patients and those caring for them. This article offers a guide for community nurses to understand the complexities of Parkinson’s disease and the importance of managing end-of-life care. Parkinson’s disease progresses differently for each individual and, as it advances, symptom control, especially regarding pain, motor difficulties and non-motor symptoms can become increasingly difficult. Nurses play a critical role in managing these challenges, ensuring that patients receive optimal care tailored to their needs. This includes advance care planning, where nurses can facilitate discussions and provide psychosocial support to",Parkinson’s disease at end of life: a guide for community nurses,Parkinson's Disease,Article,"Rowcroft Hospice, Bampton, United Kingdom"
"This study hypothesized a subtype of Parkinson’s disease (PD) sharing features of nigrostriatal degeneration with dementia with Lewy bodies (DLB) to account for the difficulty of differentiating the two diseases and explored their relationship. Patients with newly diagnosed PD or DLB (n = 128 and 42, respectively) were enrolled along with patients with essential tremor as controls. Based on data from cardiac 123I-metaiodobenzylguanidine scintigraphy and 123I-FP-CIT dopamine transporter single-photon emission computed tomography, the PD group was divided into a non-advanced (PDNA) and advanced (PDA) subgroup. Nigrostriatal degeneration patterns in the PD subgroups and DLB were determined by region-of-interest analysis using",Parkinson’s disease subtypes and their relationship to dementia with Lewy bodies: a comparative neuroimaging analysis based on nigrostriatal degeneration,Parkinson's Disease,Article,"Department of Neurology, Tokyo Metropolitan Neurological Hospital, Tokyo, Japan; Department of Neuroradiology, Tokyo Metropolitan Neurological Hospital, Tokyo, Japan"
"Objective Oculomotor impairment is an important diagnostic feature of progressive supranuclear palsy (PSP) and PSP subtypes. We assessed the role of video-oculography (VOG) in confirming clinically suspected slow saccades in PSP and differentiating PSP from Parkinson’s disease (PD). We also measured the correlation of both saccadic velocity and latency in PSP patients with scores on the PSP Rating Scale, Montreal Cognitive Assessment, and frontal assessment battery. We assessed the frequency of apraxia of eyelid opening (ALO) and reflex blepharospasm in PSP and PD patients. Methods A total of 112 PSP patients with slow saccades but not gaze palsy, 50 PD",Video-Oculography for Enhancing the Diagnostic Accuracy of Early Oculomotor Dysfunction in Progressive Supranuclear Palsy,Parkinson's Disease,Article,"Department of Neurology, Aster Medcity, Kochi, KL, India"
"The motor symptoms of Parkinson’s Disease are attributed to the degeneration of dopamine neurons in the substantia nigra pars compacta (SNc). Previous work in the MCI-Park mouse model has suggested that the loss of somatodendritic dopamine transmission predicts the development of motor deficits. In the current study, brain slices from MCI-Park mice were used to investigate dopamine signaling in the SNc prior to and through the onset of movement deficits. Electrophysiological properties were impaired by p30 and somatic volume was decreased at all time points. The D2 receptor activated potassium current evoked by quinpirole was present initially, but declined after",Morphological and functional decline of the SNc in a model of progressive parkinsonism,Parkinson's Disease,Article,"Oregon Health & Science University, Portland, OR, United States"
"Tremor is the most common movement disorder in clinical neurology and it significantly impacts patients' quality of life. In primary care, particularly among older adults, differentiating between tremor types is essential for early diagnosis and appropriate management, especially when Parkinson's disease is suspected. This review provides a concise overview of tremor classification and diagnostic strategies, with a focus on distinguishing Parkinsonian tremor from other common tremor syndromes such as essential, dystonic, functional, orthostatic, and secondary tremors. Key clinical characteristics, including tremor type (rest, postural, kinetic, re-emergent), frequency, distribution, and associated neurological signs, are discussed in detail. The hallmark of Parkinsonian",Trembling hands and more: when to suspect Parkinson's disease; Zitternde Hände und mehr: Wann ist es Morbus Parkinson?,Parkinson's Disease,Article,
"Astrocytes are the most important glial cell type in the central nervous system (CNS), which play an important role in maintaining homeostasis, regulating synaptic plasticity and protecting neurons. During pathological damage, astrocytes can differentiate into A1 and A2 subtypes, which play a dual role in blocking or repairing nerve damage and participate in the pathological changes of a variety of CNS diseases such as stroke, Alzheimer's disease, Parkinson's disease, spinal cord injury and cervical spondylotic myelopathy. This review focuses on the phenotype characteristics and activation mechanisms of A1 and A2 astrocytes and their relationships with different CNS diseases, in order",Recent advances in activation mechanisms of A1 and A2 astrocytes and their relationships with different CNS diseases; A1、A2型星形胶质细胞活化机制及其与中枢神经系统疾病关系的研究进展,Parkinson's Disease,Review,"Department of Rehabilitation Medicine, Jiangsu Province Hospital, Nanjing, Jiangsu, China; Faculty of Basic Medicine, Longhua Hospital Shanghai University of Traditional Chinese Medicine, Shanghai, China"
Background: L-dopa (LD) effects on visually guided saccades (VGS) have been poorly investigated in de novo Parkinson’s disease (PD) patients through a standardized acute challenge test. Objectives: To assess the acute saccadic effects of LD as well as possible different patterns of VGS response to LD in a consistent population of de novo PD. Methods: VGS were assessed among de novo PD at baseline and 2 h after the administration of LD/carbidopa 250/25 mg. Baseline instrumental assessments were compared with healthy controls (HCs). Results: Thirty-two de novo PD and 17 HCs were enrolled. PD patients showed lower upward velocities and,Different patterns of acute saccadic response to levodopa in de novo Parkinson’s disease,Parkinson's Disease,Article,"Section of Neurosciences, Università degli Studi di Catania, Catania, CT, Italy; Oasi Research Institute-IRCCS, Troina, EN, Italy"
"Nearly 30% of adults 40years and older in the United States are on a statin. Their widespread use heightens the importance of careful consideration of their varied effects on the body. Although randomized controlled trials have not confirmed cognitive impairing effects with statins, continuing evidence suggests statins have the ability to cause reversible cognitive impairment in some patients. Paradoxically, statins have also been shown to decrease the risk of dementia, Alzheimer's disease, and improve cognitive impairment in some cases. However, randomized controlled trials have similarly failed to find the beneficial effect. Supporting evidence for both claims is compelling whereas known",The role of statins in both cognitive impairment and protection against dementia: A tale of two mechanisms,Vascular Dementia,Review,"Regis University, Denver, CO, United States"
